TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_2theta omega_04092026	
2θ, °	Intensity, cps
18.3360004425049	0
18.340799331665	15.1299076080322
18.3456001281738	0
18.3504009246826	0
18.3551998138428	0
18.3600006103516	0
18.3647994995117	14.2881107330322
18.3696002960205	14.6831302642822
18.3743991851807	0
18.3791999816895	0
18.3840007781982	4.61974811553955
18.3887996673584	29.0234031677246
18.3936004638672	14.5775861740112
18.3983993530273	0
18.4032001495361	0
18.4080009460449	14.2735195159912
18.4127998352051	0
18.4176006317139	0
18.422399520874	0
18.4272003173828	0
18.431999206543	0
18.4368000030518	14.6722993850708
18.4416007995605	0
18.4463996887207	14.835205078125
18.4512004852295	14.3060188293457
18.4559993743896	0
18.4608001708984	4.59081697463989
18.4655990600586	0
18.4703998565674	0
18.4752006530762	4.79556703567505
18.4799995422363	34.0047035217285
18.4848003387451	0
18.4895992279053	0
18.4944000244141	0
18.4992008209229	14.9371461868286
18.503999710083	14.7467851638794
18.5088005065918	14.4721403121948
18.513599395752	15.0653095245361
18.5184001922607	27.7347755432129
18.5231990814209	14.2667045593262
18.5279998779297	0
18.5328006744385	0
18.5375995635986	15.0820150375366
18.5424003601074	28.7712783813477
18.5471992492676	0
18.5520000457764	0
18.5568008422852	15.0131216049194
18.5615997314453	14.4637489318848
18.5664005279541	0
18.5711994171143	29.8646755218506
18.576000213623	0
18.5807991027832	0
18.585599899292	0
18.5904006958008	19.5614490509033
18.5951995849609	0
18.6000003814697	0
18.6047992706299	0
18.6096000671387	0
18.6144008636475	0
18.6191997528076	0
18.6240005493164	0
18.6287994384766	0
18.6336002349854	0
18.6383991241455	4.79650259017944
18.6431999206543	0
18.6480007171631	0
18.6527996063232	0
18.657600402832	0
18.6623992919922	0
18.667200088501	14.7163305282593
18.6720008850098	0
18.6767997741699	0
18.6816005706787	0
