TR_S05_PTO_STO(100)_600c_200mT_1000sh_2hz_film RC_04092026	
2θ, °	Intensity, cps
23.2150001525879	0
23.2199993133545	13.7701873779297
23.2250003814697	0
23.2299995422363	28.394847869873
23.2350006103516	14.2383975982666
23.2399997711182	0
23.2450008392334	0
23.25	13.9422960281372
23.2549991607666	0
23.2600002288818	0
23.2649993896484	0
23.2700004577637	14.0839099884033
23.2749996185303	0
23.2800006866455	0
23.2849998474121	4.69047927856445
23.2900009155273	13.8294458389282
23.2950000762939	0
23.2999992370605	0
23.3050003051758	27.1236324310303
23.3099994659424	13.5440950393677
23.3150005340576	13.6524696350098
23.3199996948242	0
23.3250007629395	0
23.3299999237061	0
23.3349990844727	0
