TR_S07_PTO_STO(100)_600c_variable pressure_2000sh_3hz_2theta omega_04102026{1}	
2θ, °	Intensity, cps
18.74880027771	29.0782413482666
18.7535991668701	0
18.7583999633789	0
18.7632007598877	43.9117736816406
18.7679996490479	0
18.7728004455566	0
18.7775993347168	0
18.7824001312256	15.1815528869629
18.7872009277344	0
18.7919998168945	44.1621856689453
18.7968006134033	14.5495100021362
18.8015995025635	14.5509443283081
18.8064002990723	0
18.8111991882324	0
18.8159999847412	0
18.82080078125	14.7071514129639
18.8255996704102	28.5608901977539
18.8304004669189	30.1245021820068
18.8351993560791	0
18.8400001525879	19.4653873443604
18.8448009490967	0
18.8495998382568	14.0452432632446
18.8544006347656	0
18.8591995239258	0
18.8640003204346	0
18.8687992095947	14.1314582824707
18.8736000061035	0
18.8784008026123	0
18.8831996917725	14.3957986831665
18.8880004882813	14.2813768386841
18.8927993774414	0
18.8976001739502	14.4625568389893
18.9023990631104	15.8596935272217
18.9071998596191	0
18.9120006561279	14.8062801361084
18.9167995452881	14.3115720748901
18.9216003417969	28.9148349761963
18.926399230957	0
18.9312000274658	0
18.9360008239746	14.3046808242798
18.9407997131348	14.8408164978027
18.9456005096436	0
18.9503993988037	0
18.9552001953125	0
18.9599990844727	0
18.9647998809814	14.5771074295044
18.9696006774902	0
18.9743995666504	14.3782615661621
18.9792003631592	14.5669364929199
18.9839992523193	43.5308532714844
18.9888000488281	0
18.9936008453369	4.77122783660889
18.9983997344971	0
19.0032005310059	14.3646745681763
19.007999420166	14.8377103805542
19.0128002166748	14.3646745681763
19.017599105835	14.416033744812
19.0223999023438	0
19.0272006988525	44.2051773071289
19.0319995880127	14.7633323669434
19.0368003845215	29.3695964813232
19.0415992736816	0
19.0464000701904	0
19.0512008666992	29.1850738525391
19.0559997558594	0
19.0608005523682	29.0686454772949
19.0655994415283	29.9255313873291
19.0704002380371	15.0050535202026
19.0751991271973	28.6978416442871
19.0799999237061	14.2020015716553
19.0848007202148	28.6030235290527
19.089599609375	30.5559368133545
