TR_S06_PTO_LAO(100)_600c_200mT_1000sh_2hz_XRR_04082026	
2θ, °	Intensity, cps
2.55999994277954	3.00212454795837
2.56399989128113	0
2.56800007820129	3.27193140983582
2.57200002670288	3.21723675727844
2.57599997520447	0
2.57999992370605	0
2.58400011062622	6.16404390335083
2.58800005912781	0
2.59200000762939	6.42700719833374
2.59599995613098	3.23812580108643
2.59999990463257	3.17801904678345
2.60400009155273	3.02563643455505
2.60800004005432	0
2.61199998855591	0
2.6159999370575	3.09700751304626
2.61999988555908	6.39480781555176
2.62400007247925	3.08332419395447
2.62800002098083	3.17806148529053
2.63199996948242	3.2136082649231
2.63599991798401	0
2.64000010490417	6.42965793609619
2.64400005340576	0
2.64800000190735	3.21723675727844
2.65199995040894	3.29174280166626
2.65599989891052	9.45849704742432
2.66000008583069	6.18346357345581
2.66400003433228	3.10203433036804
2.66799998283386	0
2.67199993133545	0
2.67600011825562	0
2.6800000667572	9.39798545837402
2.68400001525879	3.18109464645386
2.68799996376038	3.01129198074341
2.69199991226196	3.04937529563904
2.69600009918213	0
2.70000004768372	0
2.7039999961853	0
2.70799994468689	6.40060234069824
2.71199989318848	0
2.71600008010864	3.0634663105011
2.72000002861023	6.14093637466431
2.72399997711182	3.14192628860474
2.7279999256134	0
2.73200011253357	0
2.73600006103516	0
2.74000000953674	0
2.74399995803833	0
2.74799990653992	0
2.75200009346008	0
2.75600004196167	3.13683199882507
2.75999999046326	3.30340909957886
2.76399993896484	3.18452000617981
2.76799988746643	3.13693833351135
2.7720000743866	3.24937510490417
2.77600002288818	0
2.77999997138977	6.35627746582031
2.78399991989136	6.40610599517822
2.78800010681152	0
2.79200005531311	3.2136082649231
2.7960000038147	6.23264408111572
2.79999995231628	3.19561624526978
2.80399990081787	0
2.80800008773804	0
2.81200003623962	6.17857503890991
2.81599998474121	3.11726975440979
2.8199999332428	3.12221646308899
2.82399988174438	0
2.82800006866455	0
2.83200001716614	0
2.83599996566772	3.0634663105011
2.83999991416931	3.14386415481567
2.84400010108948	3.08116626739502
2.84800004959106	3.18563652038574
2.85199999809265	3.06507253646851
2.85599994659424	3.18627238273621
2.85999989509583	3.17590427398682
2.86400008201599	3.08332419395447
2.86800003051758	0
2.87199997901917	0
2.87599992752075	0
2.88000011444092	3.09537482261658
2.8840000629425	6.40243816375732
2.88800001144409	0
2.89199995994568	0
2.89599990844727	0
2.90000009536743	0
2.90400004386902	3.07393383979797
2.90799999237061	3.10916233062744
