TR_S10_PTO_STO(100)_500c_150mT_20000sh_5hz_2theta omega_04162026{1}	
2θ, °	Intensity, cps
18.7728004455566	0
18.7775993347168	0
18.7824001312256	0
18.7872009277344	0
18.7919998168945	15.2961359024048
18.7968006134033	29.6975612640381
18.8015995025635	0
18.8064002990723	14.1683301925659
18.8111991882324	0
18.8159999847412	15.024284362793
18.82080078125	0
18.8255996704102	0
18.8304004669189	13.8174018859863
18.8351993560791	0
18.8400001525879	4.61162948608398
18.8448009490967	14.5160074234009
18.8495998382568	0
18.8544006347656	0
18.8591995239258	14.9488153457642
18.8640003204346	0
18.8687992095947	0
18.8736000061035	0
18.8784008026123	0
18.8831996917725	0
18.8880004882813	0
18.8927993774414	0
18.8976001739502	0
18.9023990631104	0
18.9071998596191	14.7004489898682
18.9120006561279	0
18.9167995452881	14.2881107330322
18.9216003417969	29.875072479248
18.926399230957	28.6536350250244
18.9312000274658	0
18.9360008239746	0
18.9407997131348	14.0696086883545
18.9456005096436	0
18.9503993988037	0
18.9552001953125	0
18.9599990844727	0
18.9647998809814	14.0659761428833
18.9696006774902	0
18.9743995666504	0
18.9792003631592	0
18.9839992523193	15.0825328826904
18.9888000488281	0
18.9936008453369	0
18.9983997344971	0
19.0032005310059	14.8287315368652
19.007999420166	19.090202331543
19.0128002166748	0
19.017599105835	0
19.0223999023438	4.87522506713867
19.0272006988525	0
19.0319995880127	29.1982192993164
19.0368003845215	14.4509057998657
19.0415992736816	0
19.0464000701904	0
19.0512008666992	0
19.0559997558594	0
19.0608005523682	0
19.0655994415283	14.77796459198
19.0704002380371	0
19.0751991271973	14.0798320770264
19.0799999237061	19.4218444824219
19.0848007202148	14.5516548156738
19.089599609375	15.2384967803955
19.0944004058838	14.9785194396973
19.0991992950439	29.2519798278809
19.1040000915527	0
19.1088008880615	14.6271085739136
19.1135997772217	0
19.1184005737305	15.2629013061523
19.1231994628906	0
19.1280002593994	0
19.1327991485596	0
19.1375999450684	0
19.1424007415771	0
19.1471996307373	14.4807691574097
19.1520004272461	13.9911708831787
19.1567993164063	0
19.161600112915	14.4049129486084
19.1664009094238	0
19.171199798584	14.750883102417
19.1760005950928	28.9358558654785
19.1807994842529	0
19.1856002807617	4.70030069351196
19.1903991699219	0
19.1951999664307	0
19.2000007629395	0
19.2047996520996	14.622200012207
19.2096004486084	30.170747756958
19.2143993377686	14.3624410629272
19.2192001342773	0
19.2240009307861	0
19.2287998199463	15.3174381256104
19.2336006164551	0
19.2383995056152	29.0468063354492
19.243200302124	0
19.2479991912842	0
19.252799987793	4.92389488220215
19.2576007843018	0
19.2623996734619	0
19.2672004699707	14.3262329101563
19.2719993591309	14.5205392837524
19.2768001556396	0
19.2816009521484	0
19.2863998413086	0
19.2912006378174	15.2386837005615
19.2959995269775	14.0452041625977
19.3008003234863	0
19.3055992126465	0
19.3104000091553	0
19.3152008056641	0
19.3199996948242	15.4491844177246
19.324800491333	0
19.3295993804932	0
19.334400177002	0
19.3391990661621	4.85645914077759
19.3439998626709	0
19.3488006591797	0
19.3535995483398	14.2667045593262
19.3584003448486	0
19.3631992340088	0
19.3680000305176	0
19.3728008270264	0
19.3775997161865	20.109546661377
19.3824005126953	0
19.3871994018555	0
19.3920001983643	0
19.3967990875244	4.61553573608398
19.4015998840332	14.176721572876
19.406400680542	0
19.4111995697021	14.6488990783691
19.4160003662109	0
19.4207992553711	0
19.4256000518799	0
19.4304008483887	0
19.4351997375488	0
19.4400005340576	0
19.4447994232178	0
19.4496002197266	0
19.4543991088867	0
19.4591999053955	28.334981918335
19.4640007019043	0
19.4687995910645	4.71887636184692
19.4736003875732	29.2429428100586
19.4783992767334	28.4711322784424
19.4832000732422	43.0807571411133
19.488000869751	14.202241897583
19.4927997589111	0
19.4976005554199	15.0488548278809
19.5023994445801	4.59679269790649
19.5072002410889	19.006254196167
19.511999130249	19.131233215332
19.5167999267578	0
19.5216007232666	14.6488990783691
19.5263996124268	28.9201507568359
19.5312004089355	0
19.5359992980957	0
19.5408000946045	28.3923683166504
19.5456008911133	0
19.5503997802734	0
19.5552005767822	14.3338918685913
19.5599994659424	0
19.5648002624512	0
19.5695991516113	0
19.5743999481201	0
19.5792007446289	14.4175939559937
19.5839996337891	0
19.5888004302979	4.66034698486328
19.593599319458	0
19.5984001159668	0
19.6032009124756	14.4430532455444
19.6079998016357	0
19.6128005981445	0
19.6175994873047	0
19.6224002838135	0
19.6271991729736	0
19.6319999694824	14.5052833557129
19.6368007659912	0
19.6415996551514	0
19.6464004516602	14.8473529815674
19.6511993408203	14.0023164749146
19.6560001373291	14.992880821228
19.6608009338379	0
19.665599822998	0
19.6704006195068	0
19.675199508667	0
19.6800003051758	0
19.6847991943359	0
19.6895999908447	0
19.6944007873535	0
19.6991996765137	14.3236083984375
19.7040004730225	0
19.7087993621826	44.9745597839355
19.7136001586914	0
19.7183990478516	0
19.7231998443604	0
19.7280006408691	0
19.7327995300293	14.3979454040527
19.7376003265381	0
19.7423992156982	28.7781162261963
19.747200012207	0
19.7520008087158	14.4683656692505
19.756799697876	0
19.7616004943848	14.4626245498657
19.7663993835449	0
19.7712001800537	0
19.7759990692139	0
19.7807998657227	14.0696296691895
19.7856006622314	0
19.7903995513916	14.327278137207
19.7952003479004	13.9660997390747
19.7999992370605	43.7131614685059
19.8048000335693	0
19.8096008300781	0
19.8143997192383	0
19.8192005157471	0
19.8239994049072	14.1776256561279
19.828800201416	0
19.8335990905762	0
19.838399887085	14.6922407150269
19.8432006835938	4.6123685836792
19.8479995727539	0
19.8528003692627	0
19.8575992584229	0
19.8624000549316	0
19.8672008514404	0
19.8719997406006	15.0384559631348
19.8768005371094	0
19.8815994262695	0
19.8864002227783	13.9941720962524
19.8911991119385	0
19.8959999084473	0
19.9008007049561	4.69214963912964
19.9055995941162	0
19.910400390625	14.0914573669434
19.9151992797852	0
19.9200000762939	14.7594776153564
19.9248008728027	0
19.9295997619629	0
19.9344005584717	0
19.9391994476318	0
19.9440002441406	0
19.9487991333008	0
19.9535999298096	0
19.9584007263184	0
19.9631996154785	0
19.9680004119873	0
19.9727993011475	0
19.9776000976563	14.4071893692017
19.982400894165	29.4417896270752
19.9871997833252	0
19.992000579834	0
19.9967994689941	0
20.0016002655029	0
20.0063991546631	14.7488775253296
20.0111999511719	0
20.0160007476807	14.1918954849243
20.0207996368408	13.9039688110352
20.0256004333496	0
20.0303993225098	0
20.0352001190186	14.6576509475708
20.0400009155273	4.79033660888672
20.0447998046875	0
20.0496006011963	0
20.0543994903564	0
20.0592002868652	14.2223587036133
20.0639991760254	15.2509279251099
20.0687999725342	14.5642175674438
20.073600769043	0
20.0783996582031	14.8471813201904
20.0832004547119	0
20.0879993438721	0
20.0928001403809	14.992880821228
20.0976009368896	0
20.1023998260498	0
20.1072006225586	14.208869934082
20.1119995117188	0
20.1168003082275	0
20.1215991973877	14.4721403121948
20.1263999938965	34.4342765808105
20.1312007904053	14.7574214935303
20.1359996795654	0
20.1408004760742	0
20.1455993652344	4.7504940032959
20.1504001617432	0
20.1551990509033	33.9859275817871
20.1599998474121	14.8419437408447
20.1648006439209	0
20.1695995330811	0
20.1744003295898	0
20.17919921875	0
20.1840000152588	29.2287540435791
20.1888008117676	14.2614707946777
20.1935997009277	0
20.1984004974365	0
20.2031993865967	14.2677822113037
20.2080001831055	4.67116451263428
20.2127990722656	0
20.2175998687744	0
20.2224006652832	14.7288455963135
20.2271995544434	28.8422870635986
20.2320003509521	0
20.2367992401123	14.2336502075195
20.2416000366211	0
20.2464008331299	14.8896608352661
20.25119972229	0
20.2560005187988	14.8471813201904
20.260799407959	0
20.2656002044678	0
20.2703990936279	0
20.2751998901367	0
20.2800006866455	0
20.2847995758057	0
20.2896003723145	0
20.2943992614746	14.7037887573242
20.2992000579834	0
20.3040008544922	0
20.3087997436523	15.1759233474731
20.3136005401611	0
20.3183994293213	15.0611200332642
20.3232002258301	0
20.3279991149902	0
20.332799911499	14.1919555664063
20.3376007080078	0
20.342399597168	14.3522024154663
20.3472003936768	0
20.3519992828369	0
